Date,Channel,Campaign_Name,Device_Type,Geography,Traffic_Source,User_Type,Sessions,Unique_Visitors,Page_Views,Bounce_Rate,Average_Session_Duration,Conversion_Rate,Conversions,Cost,Revenue,ROI,Exit_Rate
14-11-2024,Social Media,Spring_Collection,Tablet,Germany,Direct,Returning Visitor,147,124,377,0.64,2.67,0.03,4,173.71,295.47,0.7,0.52
14-11-2024,Email Campaigns,None,Tablet,Canada,Instagram,Returning Visitor,141,117,242,0.23,4.92,0.05,7,70.83,517.11,6.3,0.2
14-11-2024,Social Media,Welcome_Series,Mobile,Australia,Direct,Returning Visitor,127,81,576,0.54,1.36,0.04,4,164.75,280.85,0.71,0.47
14-11-2024,Organic Search,Spring_Collection,Desktop,France,LinkedIn,Returning Visitor,362,294,814,0.25,4.01,0.02,7,52.68,499.35,8.48,0.21
14-11-2024,Paid Ads,None,Tablet,Germany,Direct,New Visitor,228,183,242,0.5,1.61,0.03,7,577.34,983.7,0.7,0.43
14-11-2024,Organic Search,Welcome_Series,Desktop,France,Facebook,Returning Visitor,378,313,1593,0.47,3.31,0.02,5,78.39,538.33,5.87,0.36
14-11-2024,Social Media,Remarketing,Tablet,Australia,LinkedIn,New Visitor,88,55,336,0.69,1.19,0.02,1,110.47,68.06,-0.38,0.5
14-11-2024,Direct,Holiday_Special,Desktop,Japan,Direct,Returning Visitor,99,89,286,0.28,4.14,0.04,4,11.33,602.55,52.17,0.23
14-11-2024,Organic Search,Holiday_Special,Desktop,Japan,LinkedIn,New Visitor,660,571,2316,0.39,4.61,0.02,12,113.98,1424.21,11.5,0.31
14-11-2024,Paid Ads,Summer_Sale,Desktop,Brazil,Twitter,New Visitor,360,260,1031,0.6,1.13,0.04,15,1057.1,2172.04,1.06,0.5
14-11-2024,Social Media,Black_Friday,Tablet,Canada,Facebook,New Visitor,140,111,415,0.48,3.24,0.04,5,178.45,431.71,1.42,0.39
14-11-2024,Organic Search,Remarketing,Mobile,Australia,Twitter,New Visitor,454,340,2084,0.27,4.87,0.01,4,65.58,405.8,5.19,0.23
14-11-2024,Direct,None,Desktop,Brazil,Google,New Visitor,102,81,161,0.24,4.15,0.07,7,8.39,841.25,99.33,0.17
14-11-2024,Organic Search,None,Mobile,Australia,Instagram,New Visitor,702,556,2425,0.47,1.68,0.02,16,197.33,1734.85,7.79,0.34
14-11-2024,Social Media,Summer_Sale,Desktop,USA,Facebook,New Visitor,213,156,754,0.6,2.6,0.01,2,269.78,131.29,-0.51,0.46
14-11-2024,Social Media,Remarketing,Tablet,France,Bing,New Visitor,134,100,563,0.42,1.25,0.04,5,182.74,356.52,0.95,0.37
15-11-2024,Email Campaigns,Holiday_Special,Mobile,Australia,Google,Returning Visitor,77,52,186,0.37,2.83,0.04,3,46.15,313.51,5.79,0.26
15-11-2024,Organic Search,Summer_Sale,Tablet,Germany,Email Newsletter,New Visitor,228,175,358,0.46,3.62,0.02,5,65.81,369.89,4.62,0.41
15-11-2024,Paid Ads,Summer_Sale,Desktop,UK,Bing,Returning Visitor,197,183,766,0.35,2.56,0.03,6,477.57,755.7,0.58,0.31
15-11-2024,Organic Search,None,Mobile,Brazil,LinkedIn,New Visitor,688,610,3240,0.48,1.26,0.03,20,159.05,1833.41,10.53,0.35
15-11-2024,Direct,Spring_Collection,Tablet,France,Facebook,New Visitor,88,57,393,0.23,3.94,0.06,5,6.15,598.96,96.45,0.2
15-11-2024,Organic Search,None,Tablet,Brazil,Bing,Returning Visitor,336,244,431,0.42,1.28,0.03,8,50.34,576.42,10.45,0.31
15-11-2024,Social Media,Black_Friday,Tablet,UK,Instagram,Returning Visitor,80,50,315,0.56,1.07,0.03,2,84,131.06,0.56,0.48
15-11-2024,Organic Search,Holiday_Special,Mobile,Japan,Bing,New Visitor,769,692,3133,0.25,2.65,0.03,19,133.16,1861.29,12.98,0.18
15-11-2024,Direct,Spring_Collection,Mobile,Germany,Google,New Visitor,110,66,143,0.21,3.22,0.04,4,8.52,588.9,68.16,0.18
15-11-2024,Direct,Remarketing,Desktop,UK,Instagram,Returning Visitor,95,68,206,0.39,2.63,0.07,6,9.08,756.75,82.38,0.35
15-11-2024,Direct,Remarketing,Desktop,USA,Instagram,New Visitor,47,35,150,0.24,5.44,0.04,2,3.01,294.28,96.73,0.21
15-11-2024,Direct,Spring_Collection,Mobile,USA,Bing,New Visitor,55,44,184,0.27,1.93,0.08,4,4.21,386.26,90.83,0.2
15-11-2024,Paid Ads,None,Tablet,Australia,Facebook,Returning Visitor,138,108,245,0.46,2.81,0.03,4,382.49,575.31,0.5,0.33
15-11-2024,Social Media,Remarketing,Desktop,UK,Bing,New Visitor,164,119,646,0.56,2.59,0.03,5,219.21,403.63,0.84,0.51
15-11-2024,Paid Ads,Summer_Sale,Tablet,Japan,Direct,New Visitor,360,272,1582,0.5,2.01,0.03,11,1069.17,1208.31,0.13,0.39
15-11-2024,Organic Search,Spring_Collection,Mobile,Japan,Google,Returning Visitor,409,377,1421,0.34,3.25,0.02,10,49.17,828.77,15.85,0.3
15-11-2024,Direct,Spring_Collection,Desktop,Germany,Bing,New Visitor,57,39,256,0.4,3.68,0.05,2,8.06,211.91,25.3,0.35
15-11-2024,Email Campaigns,Summer_Sale,Tablet,France,Facebook,Returning Visitor,75,60,171,0.21,3.22,0.04,3,22.68,366.89,15.18,0.16
15-11-2024,Referral,Holiday_Special,Desktop,Japan,Bing,Returning Visitor,84,62,244,0.38,2.4,0.05,3,18.08,347.96,18.25,0.3
15-11-2024,Direct,Spring_Collection,Tablet,Brazil,Email Newsletter,Returning Visitor,48,31,217,0.32,4.79,0.05,2,3.09,214.81,68.52,0.23
15-11-2024,Paid Ads,Remarketing,Tablet,Brazil,Email Newsletter,Returning Visitor,352,295,944,0.4,3.71,0.02,8,1008.22,1018.54,0.01,0.34
15-11-2024,Social Media,Holiday_Special,Mobile,Australia,Direct,Returning Visitor,133,121,648,0.61,2.57,0.02,3,187.44,184.41,-0.02,0.47
15-11-2024,Referral,Summer_Sale,Desktop,Japan,Email Newsletter,Returning Visitor,96,67,167,0.4,4.1,0.05,4,22.19,404.98,17.25,0.35
15-11-2024,Direct,Holiday_Special,Desktop,UK,Email Newsletter,New Visitor,108,86,410,0.31,4.08,0.06,5,13.35,673.66,49.48,0.27
15-11-2024,Paid Ads,None,Tablet,Canada,Google,Returning Visitor,340,224,417,0.37,2.14,0.02,7,926.92,828.78,-0.11,0.31
15-11-2024,Paid Ads,Summer_Sale,Desktop,Germany,Direct,New Visitor,261,213,1254,0.52,2.51,0.03,8,460.99,883.27,0.92,0.41
16-11-2024,Email Campaigns,Summer_Sale,Desktop,Brazil,Bing,Returning Visitor,172,145,213,0.18,2.37,0.03,5,114.78,409.18,2.57,0.15
16-11-2024,Social Media,Spring_Collection,Desktop,Germany,Google,New Visitor,157,113,477,0.65,2.42,0.03,5,203.86,290.8,0.43,0.58
16-11-2024,Direct,Spring_Collection,Desktop,UK,Facebook,New Visitor,83,70,109,0.26,1.68,0.04,3,11.93,478.9,39.15,0.2
16-11-2024,Social Media,Summer_Sale,Mobile,Brazil,Direct,New Visitor,203,172,340,0.42,2.61,0.01,2,205.8,163.25,-0.21,0.38
16-11-2024,Referral,Welcome_Series,Desktop,Germany,Google,New Visitor,79,68,127,0.31,2.2,0.05,3,33.02,221.88,5.72,0.22
16-11-2024,Referral,Black_Friday,Tablet,Japan,Direct,New Visitor,61,56,86,0.45,2.21,0.04,2,15.43,140.37,8.1,0.38
16-11-2024,Social Media,Welcome_Series,Desktop,Australia,Instagram,Returning Visitor,129,108,240,0.44,2.9,0.01,1,171.02,56.18,-0.67,0.32
16-11-2024,Organic Search,None,Desktop,UK,Direct,Returning Visitor,249,198,1242,0.28,3.5,0.02,3,46.44,301.29,5.49,0.21
16-11-2024,Direct,Welcome_Series,Mobile,Japan,Email Newsletter,New Visitor,43,34,53,0.33,1.51,0.05,2,4.96,254.81,50.39,0.24
16-11-2024,Referral,None,Tablet,Canada,Email Newsletter,New Visitor,80,56,194,0.47,1.2,0.03,2,35.41,247.51,5.99,0.41
16-11-2024,Organic Search,Welcome_Series,Tablet,Japan,Instagram,Returning Visitor,208,172,321,0.42,4.57,0.01,2,28.74,132.95,3.63,0.37
16-11-2024,Direct,Spring_Collection,Mobile,France,Twitter,New Visitor,67,48,151,0.39,3.19,0.04,2,4.5,188.32,40.84,0.32
16-11-2024,Organic Search,Black_Friday,Mobile,Japan,Bing,Returning Visitor,667,452,1716,0.23,5.84,0.01,8,85.24,637.56,6.48,0.19
16-11-2024,Email Campaigns,Black_Friday,Tablet,USA,Google,New Visitor,146,94,727,0.22,6.07,0.07,10,94.56,1211.54,11.81,0.18
16-11-2024,Email Campaigns,Spring_Collection,Mobile,UK,Email Newsletter,New Visitor,125,81,392,0.34,3.82,0.07,8,95.23,768.24,7.07,0.25
16-11-2024,Social Media,Summer_Sale,Tablet,France,Bing,Returning Visitor,251,183,971,0.43,2.26,0.04,9,360.83,643.23,0.78,0.31
16-11-2024,Referral,Remarketing,Tablet,Germany,Email Newsletter,Returning Visitor,42,36,86,0.28,4.7,0.04,1,13.72,110.59,7.06,0.21
16-11-2024,Referral,Summer_Sale,Mobile,USA,Direct,New Visitor,33,19,83,0.54,2.31,0.04,1,10.61,67.53,5.37,0.43
16-11-2024,Referral,Black_Friday,Mobile,Japan,Bing,Returning Visitor,39,27,88,0.43,3.76,0.04,1,12.81,71.99,4.62,0.33
16-11-2024,Paid Ads,Remarketing,Desktop,France,Google,New Visitor,245,208,644,0.57,2.85,0.03,7,436.19,765.58,0.76,0.43
17-11-2024,Organic Search,Summer_Sale,Desktop,Brazil,Bing,Returning Visitor,422,371,472,0.49,1.67,0.02,9,66.94,694.29,9.37,0.38
17-11-2024,Direct,Summer_Sale,Mobile,France,Bing,New Visitor,132,93,203,0.27,2.98,0.06,7,19.17,848.09,43.24,0.21
17-11-2024,Referral,None,Mobile,Canada,LinkedIn,Returning Visitor,56,41,76,0.5,3.28,0.04,1,18.36,89.19,3.86,0.44
17-11-2024,Referral,Summer_Sale,Mobile,USA,Twitter,New Visitor,86,55,200,0.51,1.85,0.04,3,39.26,308.48,6.86,0.46
17-11-2024,Paid Ads,Remarketing,Desktop,Germany,Instagram,New Visitor,131,106,183,0.5,1.24,0.04,5,363.56,583.5,0.61,0.44
17-11-2024,Referral,Black_Friday,Mobile,UK,Bing,New Visitor,66,57,323,0.54,2.24,0.04,2,24.32,235.53,8.68,0.38
17-11-2024,Referral,None,Mobile,Canada,Direct,New Visitor,79,65,97,0.34,1.56,0.05,3,36.96,321.54,7.7,0.3
17-11-2024,Referral,Spring_Collection,Tablet,Brazil,Facebook,Returning Visitor,84,77,106,0.46,3.74,0.04,3,16.84,283.28,15.83,0.4
17-11-2024,Referral,Remarketing,Tablet,UK,Instagram,Returning Visitor,54,38,262,0.36,3.04,0.03,1,25.86,80.78,2.12,0.27
17-11-2024,Social Media,None,Desktop,France,Email Newsletter,New Visitor,104,96,240,0.55,1.61,0.01,1,87.43,76.06,-0.13,0.49
17-11-2024,Referral,Holiday_Special,Tablet,France,Bing,New Visitor,70,55,240,0.44,3.1,0.04,3,24.44,206.85,7.46,0.38
17-11-2024,Direct,Summer_Sale,Tablet,UK,Bing,Returning Visitor,70,47,81,0.22,5.31,0.07,4,6.16,599.28,96.33,0.2
17-11-2024,Email Campaigns,None,Desktop,Australia,Facebook,New Visitor,191,145,761,0.21,2.21,0.06,12,71.81,1364.02,17.99,0.16
17-11-2024,Direct,Welcome_Series,Mobile,Japan,Bing,Returning Visitor,73,44,325,0.38,3.86,0.04,3,4.58,432.88,93.44,0.34
18-11-2024,Paid Ads,Holiday_Special,Tablet,UK,LinkedIn,New Visitor,302,234,893,0.48,1.8,0.04,11,865.81,1085.05,0.25,0.37
18-11-2024,Direct,Black_Friday,Desktop,USA,Twitter,Returning Visitor,108,101,220,0.38,3.12,0.05,4,15.1,467.57,29.96,0.3
18-11-2024,Organic Search,Summer_Sale,Mobile,Australia,Twitter,Returning Visitor,721,663,948,0.31,3,0.02,17,121.16,1729.05,13.27,0.27
18-11-2024,Paid Ads,Welcome_Series,Tablet,Japan,Google,New Visitor,398,294,665,0.47,3.5,0.04,14,690.46,1120.75,0.62,0.34
18-11-2024,Direct,Black_Friday,Desktop,Japan,Twitter,New Visitor,106,81,195,0.31,4.88,0.06,6,11.4,786.14,67.97,0.22
18-11-2024,Paid Ads,Black_Friday,Desktop,France,Direct,Returning Visitor,241,206,870,0.59,2.84,0.05,11,634.94,1284.78,1.02,0.52
18-11-2024,Direct,Black_Friday,Tablet,Brazil,Instagram,Returning Visitor,73,54,179,0.23,3.36,0.07,5,4.25,592.24,138.42,0.19
18-11-2024,Paid Ads,Spring_Collection,Tablet,Australia,LinkedIn,Returning Visitor,485,327,1662,0.45,3.8,0.04,21,884.33,2342.9,1.65,0.35
18-11-2024,Direct,Black_Friday,Tablet,Canada,Instagram,Returning Visitor,67,51,260,0.27,2.14,0.06,3,7.17,348,47.53,0.23
18-11-2024,Paid Ads,Holiday_Special,Tablet,Germany,Bing,Returning Visitor,359,275,1604,0.44,1.32,0.05,17,846.99,1622.7,0.92,0.37
18-11-2024,Paid Ads,Remarketing,Desktop,Brazil,Google,New Visitor,193,182,954,0.34,4.37,0.02,4,498.37,387.82,-0.22,0.27
18-11-2024,Social Media,Holiday_Special,Desktop,Germany,Twitter,Returning Visitor,112,80,315,0.42,2.41,0.04,4,107.32,303.22,1.83,0.31
18-11-2024,Organic Search,Welcome_Series,Desktop,Brazil,Google,Returning Visitor,773,668,3296,0.4,3.51,0.02,19,182.03,1982.1,9.89,0.31
18-11-2024,Referral,Holiday_Special,Tablet,Japan,LinkedIn,New Visitor,80,56,370,0.31,2.18,0.03,2,36.63,238.79,5.52,0.22
18-11-2024,Paid Ads,None,Tablet,France,Google,New Visitor,303,285,691,0.37,2.6,0.03,9,667.34,1053.92,0.58,0.27
18-11-2024,Paid Ads,Remarketing,Mobile,Australia,Google,Returning Visitor,398,337,1649,0.32,2.32,0.04,16,1024.75,1703.45,0.66,0.26
18-11-2024,Paid Ads,Welcome_Series,Mobile,Brazil,Bing,Returning Visitor,341,243,1166,0.33,5.29,0.04,14,706.17,1746.75,1.47,0.25
18-11-2024,Organic Search,Welcome_Series,Desktop,France,Facebook,New Visitor,716,529,2338,0.31,2.69,0.02,17,160.19,1272.47,6.94,0.23
18-11-2024,Referral,Summer_Sale,Tablet,Japan,Twitter,Returning Visitor,65,53,292,0.41,1.21,0.05,2,14.28,206.77,13.48,0.35
18-11-2024,Paid Ads,Black_Friday,Mobile,Brazil,Facebook,New Visitor,317,233,1451,0.34,3.47,0.03,10,807.17,1215.87,0.51,0.25
19-11-2024,Organic Search,Black_Friday,Mobile,Germany,Twitter,New Visitor,598,393,2400,0.22,3.74,0.02,10,143.26,1061.66,6.41,0.19
19-11-2024,Email Campaigns,Holiday_Special,Tablet,Canada,Google,New Visitor,190,172,362,0.28,1.65,0.05,9,65.82,808.75,11.29,0.22
19-11-2024,Referral,Holiday_Special,Mobile,Brazil,LinkedIn,New Visitor,47,32,161,0.33,4.43,0.03,1,10.78,90.81,7.43,0.28
19-11-2024,Referral,Remarketing,Mobile,Japan,Google,New Visitor,55,35,94,0.44,2.71,0.04,2,18.67,164.14,7.79,0.4
19-11-2024,Email Campaigns,Welcome_Series,Tablet,Japan,Bing,Returning Visitor,85,79,233,0.29,5.27,0.04,3,64.11,261.96,3.09,0.21
19-11-2024,Paid Ads,Spring_Collection,Mobile,UK,Twitter,Returning Visitor,363,331,843,0.55,1.29,0.04,15,902.15,1912.68,1.12,0.47
19-11-2024,Organic Search,Holiday_Special,Mobile,Canada,LinkedIn,New Visitor,466,401,728,0.28,1.59,0.03,12,115.39,1328.35,10.51,0.22
19-11-2024,Organic Search,Spring_Collection,Tablet,Germany,Direct,Returning Visitor,781,629,1215,0.23,4.58,0.02,12,234.17,1350.72,4.77,0.16
19-11-2024,Referral,Spring_Collection,Mobile,Japan,Email Newsletter,New Visitor,93,55,321,0.48,1.87,0.03,2,22.07,172.09,6.8,0.42
19-11-2024,Organic Search,None,Desktop,Australia,Instagram,New Visitor,272,216,419,0.43,1.23,0.01,3,29.98,243.14,7.11,0.38
19-11-2024,Paid Ads,Remarketing,Mobile,France,Facebook,New Visitor,291,225,1245,0.5,2.69,0.05,13,471.02,1669.98,2.55,0.43
19-11-2024,Organic Search,Holiday_Special,Tablet,Germany,LinkedIn,Returning Visitor,350,276,784,0.33,3.6,0.02,5,83.52,461.93,4.53,0.27
19-11-2024,Organic Search,None,Mobile,UK,Email Newsletter,Returning Visitor,622,527,770,0.4,1.79,0.03,17,68.91,1576.05,21.87,0.34
19-11-2024,Email Campaigns,Welcome_Series,Mobile,France,Facebook,New Visitor,120,109,242,0.25,4.74,0.07,7,46.21,772.78,15.72,0.21
19-11-2024,Social Media,Holiday_Special,Desktop,France,Facebook,Returning Visitor,87,56,354,0.42,2.12,0.02,1,123.87,73.2,-0.41,0.32
19-11-2024,Direct,None,Mobile,Japan,Bing,New Visitor,76,68,332,0.34,4.87,0.06,4,9.56,477.36,48.91,0.29
19-11-2024,Referral,Welcome_Series,Mobile,UK,Google,New Visitor,70,61,86,0.25,3.86,0.04,2,18.66,169.39,8.08,0.19
19-11-2024,Organic Search,Holiday_Special,Tablet,Canada,Facebook,New Visitor,712,500,2238,0.25,2.49,0.02,17,179.8,1111.95,5.18,0.18
19-11-2024,Direct,Spring_Collection,Desktop,Australia,Facebook,New Visitor,144,135,289,0.3,2.7,0.08,11,14.04,1316.5,92.77,0.25
19-11-2024,Direct,Summer_Sale,Mobile,Canada,Facebook,New Visitor,48,44,151,0.32,1.85,0.08,3,5.28,416.7,77.91,0.27
19-11-2024,Organic Search,None,Desktop,UK,Twitter,Returning Visitor,650,534,804,0.31,4.79,0.02,11,95.08,853.03,7.97,0.25
19-11-2024,Direct,Holiday_Special,Desktop,USA,Instagram,New Visitor,108,78,535,0.26,5.39,0.05,5,12.73,570.33,43.81,0.22
19-11-2024,Email Campaigns,None,Desktop,USA,Bing,New Visitor,100,69,259,0.24,4.5,0.04,4,43.31,448.78,9.36,0.19
19-11-2024,Email Campaigns,Black_Friday,Desktop,Japan,Google,Returning Visitor,139,86,489,0.33,3.88,0.05,6,48.53,493.69,9.17,0.29
19-11-2024,Direct,Black_Friday,Desktop,USA,Instagram,New Visitor,100,68,474,0.39,4.58,0.06,5,6.51,504.24,76.51,0.32
19-11-2024,Organic Search,Remarketing,Desktop,Australia,Twitter,Returning Visitor,423,321,2012,0.32,2.98,0.01,4,100.9,474.85,3.71,0.23
19-11-2024,Email Campaigns,None,Mobile,Brazil,Bing,New Visitor,174,110,380,0.17,3.15,0.04,7,91.91,828.6,8.02,0.12
19-11-2024,Organic Search,None,Mobile,France,Email Newsletter,Returning Visitor,500,409,2287,0.25,4.47,0.02,10,60.29,763.22,11.66,0.17
19-11-2024,Email Campaigns,Remarketing,Mobile,France,Email Newsletter,New Visitor,74,56,176,0.33,2.46,0.05,3,40.01,347.06,7.67,0.24
20-11-2024,Organic Search,Summer_Sale,Desktop,Germany,Facebook,Returning Visitor,312,236,797,0.29,4.26,0.03,8,64.41,598.36,8.29,0.23
20-11-2024,Direct,Welcome_Series,Mobile,USA,Email Newsletter,New Visitor,147,126,262,0.31,2.45,0.06,9,19.12,1143.94,58.82,0.25
20-11-2024,Social Media,Holiday_Special,Desktop,Brazil,Direct,New Visitor,112,74,345,0.55,3.38,0.02,2,162.18,174.77,0.08,0.45
20-11-2024,Direct,Summer_Sale,Tablet,USA,Google,Returning Visitor,69,49,174,0.25,3.51,0.07,5,9.29,566.12,59.92,0.22
20-11-2024,Organic Search,Summer_Sale,Desktop,Brazil,Twitter,Returning Visitor,390,302,1707,0.29,2.43,0.02,7,84.68,562.68,5.65,0.22
20-11-2024,Social Media,Holiday_Special,Mobile,Brazil,Direct,Returning Visitor,124,76,364,0.6,1.97,0.02,2,147.68,122.81,-0.17,0.51
20-11-2024,Direct,Black_Friday,Tablet,UK,Instagram,Returning Visitor,40,33,149,0.2,5.13,0.05,2,4.69,298.43,62.68,0.18
20-11-2024,Email Campaigns,Black_Friday,Mobile,Canada,Direct,New Visitor,74,53,331,0.34,4.29,0.03,2,38.34,142.84,2.73,0.26
20-11-2024,Email Campaigns,Welcome_Series,Tablet,Australia,Email Newsletter,Returning Visitor,86,78,260,0.25,2.81,0.05,4,29.4,415.21,13.12,0.21
20-11-2024,Direct,Summer_Sale,Tablet,Germany,Email Newsletter,Returning Visitor,83,64,266,0.39,1.61,0.07,6,8.98,645.05,70.79,0.34
20-11-2024,Referral,Black_Friday,Tablet,Germany,Email Newsletter,New Visitor,40,24,188,0.48,3.08,0.04,1,8.15,104.03,11.77,0.35
20-11-2024,Organic Search,Remarketing,Mobile,France,Google,New Visitor,224,192,838,0.46,2.72,0.01,2,41.38,153.97,2.72,0.39
20-11-2024,Email Campaigns,Black_Friday,Mobile,Australia,LinkedIn,New Visitor,86,60,311,0.32,3.15,0.04,3,46.62,307.82,5.6,0.28
20-11-2024,Organic Search,Spring_Collection,Mobile,UK,Instagram,Returning Visitor,457,417,2062,0.39,2.83,0.02,11,96.06,967.16,9.07,0.33
20-11-2024,Direct,Welcome_Series,Mobile,Australia,Twitter,New Visitor,94,70,396,0.31,3.58,0.06,5,11.87,712.1,58.99,0.27
20-11-2024,Direct,Summer_Sale,Tablet,UK,Facebook,New Visitor,40,31,183,0.26,5.6,0.07,2,3.51,285.32,80.28,0.18
20-11-2024,Email Campaigns,None,Mobile,Brazil,Facebook,Returning Visitor,174,127,204,0.32,3.75,0.07,11,114.95,1193.91,9.39,0.25
20-11-2024,Social Media,Remarketing,Desktop,Australia,Google,New Visitor,221,161,603,0.5,3.49,0.03,7,327,421.92,0.29,0.43
20-11-2024,Direct,Summer_Sale,Mobile,France,Google,Returning Visitor,119,72,501,0.37,4.47,0.08,9,8.5,1040.85,121.51,0.27
20-11-2024,Referral,None,Tablet,Germany,Google,Returning Visitor,61,41,231,0.33,4.27,0.04,2,19.31,205.36,9.63,0.29
20-11-2024,Social Media,Remarketing,Mobile,Brazil,Twitter,New Visitor,281,231,1385,0.68,2.12,0.01,3,366,274.89,-0.25,0.54
20-11-2024,Direct,Holiday_Special,Tablet,Brazil,Bing,New Visitor,73,62,149,0.32,4.87,0.05,3,8.61,356.95,40.47,0.23
20-11-2024,Social Media,Welcome_Series,Desktop,Australia,Twitter,New Visitor,211,162,403,0.68,1.43,0.02,5,232.86,489.99,1.1,0.6
21-11-2024,Organic Search,Spring_Collection,Mobile,France,Instagram,Returning Visitor,230,140,681,0.4,3.99,0.03,5,65.1,573.64,7.81,0.35
21-11-2024,Social Media,Summer_Sale,Desktop,Canada,Email Newsletter,New Visitor,290,203,791,0.67,1.74,0.02,5,344.75,416.7,0.21,0.49
21-11-2024,Direct,None,Mobile,Japan,Facebook,Returning Visitor,40,24,169,0.36,2.11,0.07,2,3.03,231.18,75.26,0.26
21-11-2024,Social Media,None,Desktop,France,Instagram,New Visitor,156,111,519,0.45,3.67,0.03,4,168.42,317.88,0.89,0.36
21-11-2024,Organic Search,Holiday_Special,Tablet,USA,Instagram,New Visitor,348,264,675,0.36,1.3,0.01,4,78.82,332.24,3.22,0.27
21-11-2024,Social Media,Black_Friday,Desktop,USA,Email Newsletter,Returning Visitor,103,78,140,0.63,1.45,0.03,3,119.16,216.98,0.82,0.51
21-11-2024,Referral,Holiday_Special,Mobile,Japan,Google,Returning Visitor,72,64,80,0.26,3.53,0.04,3,17.52,333.33,18.03,0.18
21-11-2024,Email Campaigns,Remarketing,Desktop,Canada,Direct,Returning Visitor,117,76,501,0.36,4.24,0.04,4,90.2,454.79,4.04,0.3
21-11-2024,Direct,None,Desktop,UK,Direct,Returning Visitor,105,83,287,0.36,3.92,0.05,5,10.46,566.95,53.21,0.31
21-11-2024,Email Campaigns,Black_Friday,Mobile,Australia,LinkedIn,New Visitor,112,96,212,0.21,4.84,0.04,4,55.28,435.4,6.88,0.19
21-11-2024,Social Media,Summer_Sale,Desktop,Canada,Twitter,Returning Visitor,134,113,290,0.48,4.05,0.02,2,167.36,139.42,-0.17,0.37
21-11-2024,Paid Ads,Holiday_Special,Mobile,USA,Email Newsletter,Returning Visitor,428,378,1042,0.3,4.37,0.03,12,761.75,1074.46,0.41,0.25
21-11-2024,Direct,Remarketing,Desktop,Brazil,LinkedIn,New Visitor,90,72,378,0.36,4.13,0.08,7,9.23,833.54,89.35,0.31
21-11-2024,Email Campaigns,Welcome_Series,Desktop,Japan,Google,New Visitor,76,60,236,0.31,2.29,0.05,3,33.33,312.95,8.39,0.22
21-11-2024,Referral,Welcome_Series,Desktop,Brazil,Direct,Returning Visitor,40,30,46,0.38,2.54,0.03,1,10.36,102.86,8.93,0.34
21-11-2024,Direct,Black_Friday,Tablet,Canada,Instagram,New Visitor,69,58,152,0.4,1.9,0.06,4,8.77,597.03,67.11,0.28
21-11-2024,Direct,Welcome_Series,Mobile,USA,LinkedIn,Returning Visitor,45,29,95,0.25,5.24,0.07,3,5.24,417.86,78.82,0.19
21-11-2024,Paid Ads,Holiday_Special,Tablet,USA,Email Newsletter,New Visitor,131,113,526,0.45,1.73,0.02,3,385.71,417.76,0.08,0.35
21-11-2024,Referral,Welcome_Series,Mobile,Brazil,Instagram,New Visitor,60,37,96,0.4,2.39,0.02,1,28.02,116.23,3.15,0.34
21-11-2024,Direct,Welcome_Series,Desktop,Japan,Google,New Visitor,77,53,209,0.32,2.47,0.06,4,10.19,367.33,35.06,0.27
21-11-2024,Organic Search,Black_Friday,Tablet,Australia,Direct,Returning Visitor,299,198,1238,0.35,3.82,0.02,6,67.84,587.52,7.66,0.27
21-11-2024,Paid Ads,Spring_Collection,Desktop,Brazil,Instagram,New Visitor,185,169,471,0.33,3.76,0.05,8,410.08,914.28,1.23,0.3
21-11-2024,Social Media,Summer_Sale,Mobile,Canada,Email Newsletter,New Visitor,207,136,326,0.47,4.12,0.01,2,201.65,162,-0.2,0.38
21-11-2024,Social Media,Holiday_Special,Desktop,USA,Facebook,Returning Visitor,83,55,352,0.5,1.34,0.01,0,118.19,0,-1,0.39
21-11-2024,Organic Search,Welcome_Series,Mobile,France,Bing,Returning Visitor,494,328,1600,0.39,4.69,0.01,7,141.25,738.75,4.23,0.32
21-11-2024,Social Media,Black_Friday,Tablet,Japan,Twitter,New Visitor,223,203,482,0.55,1.4,0.01,2,204.32,161.17,-0.21,0.48
21-11-2024,Referral,Welcome_Series,Tablet,USA,Instagram,Returning Visitor,48,35,202,0.39,1.31,0.03,1,16.64,104.88,5.3,0.35
21-11-2024,Referral,Summer_Sale,Mobile,Brazil,Twitter,New Visitor,30,23,46,0.46,1.24,0.02,0,7.3,0,-1,0.34
21-11-2024,Direct,Spring_Collection,Desktop,France,Twitter,Returning Visitor,98,82,458,0.23,5.39,0.08,7,13.38,838.62,61.68,0.21
21-11-2024,Organic Search,Summer_Sale,Desktop,UK,Facebook,Returning Visitor,764,480,1371,0.41,3.39,0.01,8,191.95,762.76,2.97,0.33
21-11-2024,Referral,Summer_Sale,Mobile,France,Facebook,New Visitor,89,83,393,0.27,2.39,0.02,1,37.71,87.06,1.31,0.21
21-11-2024,Email Campaigns,Black_Friday,Desktop,Germany,LinkedIn,Returning Visitor,67,56,180,0.21,6.1,0.03,2,47.49,225.69,3.75,0.15
21-11-2024,Direct,Summer_Sale,Desktop,Germany,Direct,Returning Visitor,143,130,367,0.25,2.96,0.05,7,8.29,723.38,86.25,0.18
21-11-2024,Email Campaigns,Spring_Collection,Desktop,USA,Twitter,New Visitor,59,41,219,0.24,5.67,0.05,2,45.66,214.33,3.69,0.19
